MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
356144000,2019-05-10T00:01:30,29.74042,-95.20651,0.1,229.2,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T00:04:30,29.74039,-95.20651,0.1,221.6,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T00:07:30,29.74038,-95.20646,0.1,223.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T00:10:30,29.74041,-95.20648,0.1,228.9,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T00:13:30,29.74042,-95.20649,0.0,245.4,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T00:16:30,29.74045,-95.20651,0.0,245.2,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T00:19:30,29.74043,-95.20648,0.1,155.2,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T00:22:30,29.74043,-95.20654,0.1,253.2,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T00:25:30,29.74044,-95.20649,0.1,252.3,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T00:31:30,29.74042,-95.20649,0.1,211.4,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T00:34:30,29.74043,-95.20655,0.1,220.1,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T00:37:30,29.74044,-95.20655,0.1,266.7,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T00:40:30,29.74042,-95.20645,0.1,239.2,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T00:43:30,29.74029,-95.20649,0.1,206.4,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T00:46:30,29.74044,-95.20654,0.1,227.0,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T00:49:30,29.74043,-95.20655,0.1,225.1,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T00:52:30,29.74041,-95.20655,0.1,216.3,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T00:55:30,29.74042,-95.20654,0.1,220.3,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T00:58:30,29.74041,-95.20651,0.1,220.4,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T01:01:30,29.74044,-95.2065,0.1,223.3,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T01:04:30,29.74043,-95.2065,0.1,224.9,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T01:07:30,29.74042,-95.20653,0.1,221.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T01:10:30,29.74042,-95.20652,0.1,235.9,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T01:19:30,29.74039,-95.20647,0.1,265.6,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T01:22:30,29.74042,-95.20651,0.1,263.4,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T01:25:30,29.74039,-95.2065,0.1,270.8,114.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T01:28:30,29.74042,-95.20651,0.1,231.1,114.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T01:31:30,29.74042,-95.20652,0.1,288.8,114.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T01:37:30,29.74042,-95.20651,0.0,220.8,114.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T01:34:30,29.74042,-95.20652,0.0,227.4,114.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T01:43:30,29.74044,-95.20652,0.1,301.7,114.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T01:40:30,29.7404,-95.20646,0.1,234.4,114.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T01:46:30,29.74046,-95.20652,0.0,238.9,114.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T01:49:30,29.74043,-95.20651,0.0,247.5,114.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T01:52:30,29.74042,-95.2065,0.0,247.5,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T01:55:30,29.74041,-95.20647,0.0,247.5,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T01:58:30,29.74042,-95.2065,0.0,247.5,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T02:01:30,29.74042,-95.20651,0.0,175.9,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T02:04:30,29.74041,-95.20652,0.0,175.9,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T02:07:30,29.74043,-95.20652,0.0,302.2,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T02:10:30,29.74043,-95.20653,0.0,306.0,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T02:13:30,29.7404,-95.2065,0.0,306.2,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T02:16:30,29.74039,-95.20651,0.1,311.2,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T02:19:30,29.74039,-95.20651,0.0,351.1,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T02:25:30,29.74042,-95.2065,0.1,220.5,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T02:34:30,29.74043,-95.20651,0.0,330.6,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T02:31:30,29.74045,-95.20652,0.0,330.6,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T02:37:30,29.74042,-95.20652,0.0,330.6,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T02:40:30,29.7404,-95.20651,0.0,330.6,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T02:43:30,29.74041,-95.2065,0.0,330.6,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T02:46:30,29.74043,-95.20653,0.1,130.9,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T02:49:30,29.74041,-95.2065,0.0,129.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T02:52:30,29.74042,-95.20651,0.0,129.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T02:55:30,29.74045,-95.20655,0.1,230.0,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T03:01:30,29.74041,-95.20652,0.0,140.5,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T03:07:30,29.7404,-95.20653,0.1,223.0,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T03:19:30,29.7404,-95.20651,0.0,141.6,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T03:16:30,29.74039,-95.20649,0.1,222.6,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T03:22:30,29.74048,-95.20648,0.0,150.9,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T03:25:30,29.7405,-95.2065,0.1,13.9,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T03:28:30,29.74044,-95.20653,0.0,11.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T03:31:30,29.74047,-95.20652,0.0,11.3,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T03:34:30,29.74041,-95.20645,0.0,148.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T03:40:30,29.7404,-95.20652,0.0,13.4,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T03:43:30,29.74041,-95.20652,0.1,17.3,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T03:37:30,29.7403,-95.2065,0.0,156.5,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T03:46:30,29.74042,-95.20654,0.1,357.5,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T03:49:30,29.7404,-95.20652,0.1,358.9,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T03:52:30,29.74041,-95.20649,0.1,131.6,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T03:58:30,29.74037,-95.20646,0.1,128.1,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T04:01:30,29.74039,-95.20648,0.1,136.7,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T04:07:30,29.74042,-95.20651,0.1,125.5,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T04:04:30,29.74038,-95.20647,0.1,118.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T04:13:30,29.74046,-95.20651,0.1,132.1,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T04:19:30,29.74042,-95.2065,0.1,150.9,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T04:22:30,29.74044,-95.20654,0.1,188.9,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T04:28:30,29.74042,-95.20649,0.1,129.5,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T04:37:30,29.74044,-95.20649,0.0,101.0,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T04:43:30,29.74043,-95.20649,0.0,102.7,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T04:46:30,29.74041,-95.20651,0.1,106.5,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T04:55:30,29.74042,-95.20648,0.0,83.0,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T05:07:30,29.74047,-95.2064,0.0,59.0,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T05:13:30,29.74042,-95.2065,0.0,312.7,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T05:16:30,29.74045,-95.2065,0.0,45.2,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T05:19:30,29.7404,-95.20649,0.0,48.3,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T05:22:30,29.74041,-95.2065,0.0,41.0,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T05:28:30,29.7404,-95.20648,0.0,41.0,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T05:31:30,29.74038,-95.20649,0.0,41.0,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T05:34:30,29.74039,-95.20648,0.0,41.0,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T05:37:30,29.74039,-95.20647,0.1,143.1,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T05:40:30,29.74039,-95.2065,0.0,145.3,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T05:46:30,29.74045,-95.20649,0.0,246.2,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T05:49:30,29.74039,-95.2065,0.1,146.5,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T06:07:30,29.7404,-95.20649,0.0,144.6,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T06:10:30,29.74041,-95.2065,0.1,144.9,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T06:13:30,29.74044,-95.20643,0.0,142.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T06:16:30,29.7404,-95.20649,0.0,88.9,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T06:19:30,29.7404,-95.20651,0.1,93.5,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T06:22:30,29.74041,-95.2065,0.0,285.0,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T06:25:30,29.74041,-95.20649,0.0,141.7,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T06:31:30,29.74041,-95.2065,0.0,280.1,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T06:37:30,29.74041,-95.20653,0.0,180.7,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T06:43:30,29.74041,-95.20651,0.1,144.3,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T06:46:30,29.74044,-95.20651,0.1,127.9,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T06:49:30,29.74042,-95.20648,0.1,177.3,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T06:52:30,29.74042,-95.20649,0.1,148.1,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T06:55:30,29.7404,-95.2065,0.1,136.1,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T06:58:30,29.74042,-95.20649,0.1,153.0,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T07:07:30,29.74042,-95.20649,0.1,139.0,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T07:10:30,29.74043,-95.20651,0.0,136.1,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T07:19:30,29.74042,-95.20653,0.0,162.7,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T07:25:30,29.74041,-95.20651,0.0,162.7,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T07:28:30,29.7404,-95.20647,0.0,162.7,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T07:31:30,29.7404,-95.20647,0.0,163.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T07:34:30,29.7404,-95.20647,0.0,163.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T07:37:30,29.74039,-95.20649,0.0,163.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T07:40:30,29.74039,-95.20651,0.0,163.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T07:43:30,29.74039,-95.20648,0.0,163.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T07:49:30,29.74039,-95.20651,0.0,163.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T07:52:30,29.74041,-95.20651,0.0,163.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T07:55:30,29.7404,-95.20652,0.0,163.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T08:04:30,29.74039,-95.20651,0.0,163.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T08:07:30,29.74047,-95.2065,0.0,163.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T08:16:30,29.74048,-95.20655,0.0,163.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T08:19:30,29.74041,-95.2065,0.0,163.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T08:25:30,29.7404,-95.2065,0.0,138.2,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T08:31:30,29.7404,-95.20647,0.0,147.3,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T08:34:30,29.74034,-95.20652,0.0,147.3,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T08:37:30,29.74038,-95.20651,0.1,163.8,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T08:40:30,29.74041,-95.2065,0.1,165.4,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T08:43:30,29.7404,-95.2065,0.0,157.6,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
356144000,2019-05-10T08:46:30,29.7404,-95.20649,0.0,166.0,113.0,GENESIS RIVER,IMO9478937,H3UA,80,5.0,189.0,32.0,12.6,,A
